,Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported
2280,2018-11-21,2018-03-07,MedtronicMinimedInc-DataBreach,3338 (89 in Indiana),Indiana
2281,2018-04-13,2017-10-20,MedWatchLLC-DataBreach,506 (41 in Indiana),Indiana
2282,2018-05-14,2018-01-26,MemberBusinessServicesLLCdbaCommercialAlliance-DataBreach,7475 (35 in Indiana),Indiana
2283,2018-01-26,2017-11-25,MemberFirstMortgageLLC,36840 (640 in Indiana),Indiana
2284,2018-06-08,2018-06-05,MennoniteDisabilitiesCommitteeIncdbaGoldenrod-DataBreach,1 (1 in Indiana),Indiana
2285,2018-02-26,,MercyHealthLoveCountyHospitalandClinic,14229 (4 in Indiana),Indiana
2286,2018-12-14,2018-09-10,MetropolitanLifeInsuranceCompany-DataBreach,104 (1 in Indiana),Indiana
2287,2018-02-08,2018-02-05,MiamiCorrectionalFacility,465 (465 in Indiana),Indiana
2288,2018-01-19,2017-12-28,"Mindlance,Inc.",3085 (48 in Indiana),Indiana
2289,2018-03-27,2018-02-16,MintieCorporation-DataBreach,349 (2 in Indiana),Indiana
2290,2018-04-13,2018-03-06,MiseEnPlaceRestaurantServicesInc-DataBreach,27997 (1 in Indiana),Indiana
2291,2018-12-26,2018-09-26,MJInsuranceInc-DataBreach,5375 (2 in Indiana),Indiana
2292,2018-08-16,2018-07-24,MondelezGlobalLLC-DataBreach,105 (2 in Indiana),Indiana
2293,2018-02-23,2018-02-01,"MoneyGramInternational,Inc.",81 (1 in Indiana),Indiana
2294,2018-01-12,2017-11-01,MonticelloCentralSchoolDistrict,2598 (1 in Indiana),Indiana
2295,,,"McKenzie, Jessica",Unknown (Unknown in Indiana),Indiana
2296,2018-07-23,2018-04-06,MooreStephensTillerLLC-DataBreach,1032 (2 in Indiana),Indiana
2297,2018-02-02,2018-01-23,MorganStanleySmithBarneyLLC,1 (1 in Indiana),Indiana
2298,2018-05-10,2018-03-11,MountwestCommunityandTechnicalCollege-DataBreach,1154 (2 in Indiana),Indiana
2299,2018-08-31,2017-10-09,MovementMortgageLLC-DataBreach,60064 (179 in Indiana),Indiana
2300,2018-07-05,2018-05-07,MSKGroupPC-DataBreach,566236 (173 in Indiana),Indiana
2301,2018-02-23,2017-11-08,MuellerCPA,2921 (62 in Indiana),Indiana
2302,2018-08-20,2018-07-21,MunroandCompanyInc-DataBreach,728 (5 in Indiana),Indiana
2303,2018-11-01,2018-08-29,MutualofOmahaBank-DataBreach,47 (1 in Indiana),Indiana
2304,2018-03-14,2018-01-21,NampaSchoolDistrict-DataBreach,4054 (1 in Indiana),Indiana
2305,2018-09-07,2018-03-27,NardellaandTaylorLLP-DataBreach,2987 (12 in Indiana),Indiana
2306,2018-05-23,2017-10-01,NationalRailroadPassengerCorporation(Amtrak)-DataBreach,2853 (34 in Indiana),Indiana
2307,2018-05-01,2018-01-14,NationalRecreationandParkAssociation-DataBreach,336 (3 in Indiana),Indiana
2308,2018-01-22,2017-07-16,"NationalStores,Inc.",609064 (TBD in Indiana),Indiana
2309,2018-07-03,2018-01-12,NaviauxDubowHarrisLLC-DataBreach,325 (4 in Indiana),Indiana
2310,2018-02-13,2018-01-24,"Navistar,Inc.",253 (17 in Indiana),Indiana
2311,2018-03-09,2018-01-13,NeilDDilorenzoCPAPC,963 (1 in Indiana),Indiana
2312,2018-08-13,2018-07-10,NekoosaCoatedProductsLLC-DataBreach,720 (1 in Indiana),Indiana
2313,2018-10-25,2018-09-22,Net32Inc-DataBreach,10000 (119 in Indiana),Indiana
2314,2018-04-02,2017-08-01,NewHorizonsClinicalResearchLLC-DataBreach,221 (3 in Indiana),Indiana
2315,2018-10-02,2018-09-01,NewPennFinancialLLCdbaShellpointMortgageServicing-DataBreach,157 (1 in Indiana),Indiana
2316,2018-11-16,2018-04-20,NewYorkOncologyHematologyPC-DataBreach,128420 (21 in Indiana),Indiana
2317,2018-11-15,2018-08-13,NeweggInc-DataBreach,202231 (3017 in Indiana),Indiana
2318,,,"Kindig, Heather",Unknown (Unknown in Indiana),Indiana
2319,2018-11-16,2018-10-16,NextGenHealthcareInc-DataBreach,Unknown (Unknown in Indiana),Indiana
2320,2018-12-14,2018-05-01,NFMLending-DataBreach,7069 (16 in Indiana),Indiana
2321,2018-03-23,2018-03-13,NFPProperty&CasualtyServicesInc-DataBreach,573 (36 in Indiana),Indiana
2322,2018-11-05,2018-10-09,NordstromInc-DataBreach,107106 (603 in Indiana),Indiana
2323,2018-02-23,2017-01-20,North40Outfitters-DataBreach,14734 (194 in Indiana),Indiana
2324,2018-08-06,,NorthAmericanPowerandGasLLC-DataBreach,8690 (66 in Indiana),Indiana
2325,2018-08-31,2018-02-07,NorthAmericanRiskServicesInc-DataBreach,2693 (368 in Indiana),Indiana
2326,2018-04-23,2018-02-09,NorthTexasMedicalCenter-DataBreach,3350 (1 in Indiana),Indiana
2327,2018-10-30,2018-05-08,NorthbayHealthcareCorporation-DataBreach,1567 (1 in Indiana),Indiana
2328,2018-01-17,2017-11-20,NorthsideAnesthesiaServicesLLC,75 (Unknown in Indiana),Indiana
2329,2018-10-05,2018-05-22,NorthwestSurgicalSpecialistsPCdbaReboundOrthopedicsNeurosurgery-DataBreach,2245 (1 in Indiana),Indiana
2330,2018-06-29,2018-02-12,NorthwestUniversity-DataBreach,1802 (5 in Indiana),Indiana
2331,2018-09-15,2018-07-25,NotreDameClinicalLawCenter-DataBreach,2 (2 in Indiana),Indiana
2332,2018-06-20,2018-04-23,NotreDamedeNamurUniversity-DataBreach,2879 (4 in Indiana),Indiana
2333,2018-06-21,2018-06-19,NovareNationalSettlementServiceLLC-DataBreach,1 (1 in Indiana),Indiana
2334,2017-12-04,2017-12-03,State o. Indiana,4 (4 in Indiana),Indiana
2335,2018-06-15,2018-04-13,OFDFoodsLLC-DataBreach,685 (17 in Indiana),Indiana
2336,2018-04-17,2018-02-15,OhnwardBancsharesInc-DataBreach,125 (1 in Indiana),Indiana
2337,2018-07-06,2018-04-11,OldRARIncformerlyRealAlloyRecyclingInc-DataBreach,3871 (888 in Indiana),Indiana
2338,2018-06-11,2018-03-12,OldSecondNationalBank-DataBreach,2996 (18 in Indiana),Indiana
2339,2018-01-12,2017-04-09,Onco360andCareMedSpecialtyPharmacy,53173 (750 in Indiana),Indiana
2340,2018-04-27,2018-04-18,OneMainFinancial-DataBreach,1 (1 in Indiana),Indiana
2341,2018-06-19,2018-06-06,OneMainFinancial-DataBreach,1 (1 in Indiana),Indiana
2342,2018-07-17,2018-07-10,OneMainFinancial-DataBreach,1 (1 in Indiana),Indiana
2343,2018-02-06,,OneMainFinancial,1253 (58 in Indiana),Indiana
2344,2018-07-26,2018-04-06,OptomaTechnologyInc-DataBreach,685 (7 in Indiana),Indiana
2345,2018-03-22,2017-10-01,Orbitz-DataBreach,382612 (2744 in Indiana),Indiana
2346,2018-08-28,2017-10-02,OrrstownBank-DataBreach,54000 (26 in Indiana),Indiana
2347,2018-09-07,2018-09-07,OrthoIndyHospital-DataBreach,2 (2 in Indiana),Indiana
2348,2018-12-07,2018-08-11,OSNationalLLC-DataBreach,57 (6 in Indiana),Indiana
2349,2018-08-03,2018-06-16,OurHoneymoonWishesInc-DataBreach,220 (3 in Indiana),Indiana
2350,2018-11-09,2018-03-06,OurPieceofthePie-DataBreach,1836 (2 in Indiana),Indiana
2351,2018-11-01,2018-07-01,OXO-DataBreach,3242 (41 in Indiana),Indiana
2352,2018-02-14,2018-01-22,PACCARInc.,251 (2 in Indiana),Indiana
2353,2018-06-28,2018-01-12,PacificManagementIncandNewFrontierManagementCorp-DataBreach,1251 (7 in Indiana),Indiana
2354,2018-02-05,2017-12-22,"PARElecrticalContractors,Inc.",25500 (355 in Indiana),Indiana
2355,2018-07-27,2018-07-14,ParadigmEquitiesInc-DataBreach,1131 (1 in Indiana),Indiana
2356,,2018-08-01,ParkviewRegionalMedicalCenter-DataBreach,1 (1 in Indiana),Indiana
2357,2018-03-02,2018-02-14,ParkwayCorporation,589 (1 in Indiana),Indiana
2358,2018-09-12,2018-02-09,PeacefulValleyFarmSupply-DataBreach,20084 (234 in Indiana),Indiana
2359,2018-01-16,2017-10-12,PensionFundoftheChristianChurch,20996 (1954 in Indiana),Indiana
2360,2018-01-26,2017-12-19,PentairAquaticEcoSystemsInc.,239 (2 in Indiana),Indiana
2361,2018-11-16,2017-10-15,PentegraServicesInc-DataBreach,301 (1 in Indiana),Indiana
2362,2018-06-29,2018-05-04,PerfectCircleCreditUnion-DataBreach,105 (62 in Indiana),Indiana
2363,2018-09-19,,PerformanceFoodGroupInc-DataBreach,9142 (1071 in Indiana),Indiana
2364,2018-02-13,2017-07-07,Perry&AssociatesCPA'sA.C.,2450 (3 in Indiana),Indiana
2365,,,PerryCountyMemorialHospital-DataBreach,Unknown (Unknown in Indiana),Indiana
2366,2018-04-20,2018-01-31,PershingLLC-DataBreach,86 (1 in Indiana),Indiana
2367,2018-04-11,2018-02-20,PF@ComInc-DataBreach,4423 (49 in Indiana),Indiana
2368,2018-11-13,2018-07-06,PharmacyTimesOfficeofContinuingProfessionalEducationLLC-DataBreach,128211 (909 in Indiana),Indiana
2369,2018-07-17,2018-06-29,PhysiciansHomeCare-DataBreach,1 (1 in Indiana),Indiana
2370,2018-05-21,2018-03-20,PinnacleAdvisoryGroupInc-DataBreach,1706 (107 in Indiana),Indiana
2371,2018-07-16,2018-02-21,PinnacleTrailerSalesInc-DataBreach,1215 (1 in Indiana),Indiana
2372,2018-06-04,2018-03-15,PLAEInc-DataBreach,9627 (156 in Indiana),Indiana
2373,2018-09-12,2018-07-17,PlantTherapy-DataBreach,2043 (26 in Indiana),Indiana
2374,2018-07-13,2018-03-29,PlantTherapy-DataBreach,13927 (417 in Indiana),Indiana
2375,2018-07-16,2018-03-19,PlatinumPartnersCreditOpportunitiesMasterFundLP-DataBreach,77 (2 in Indiana),Indiana
2376,2017-12-06,2017-09-06,PleasantSolutions-DataBreach,134 (1 in Indiana),Indiana
2377,2018-03-05,2018-06-20,PreferredHotels&Resorts,9182 (40 in Indiana),Indiana
2378,2018-04-19,2018-01-17,PremierFixturesLLC-DataBreach,855 (3 in Indiana),Indiana
2379,2018-03-15,2017-04-01,Presti&Naegele-DataBreach,2079 (4 in Indiana),Indiana
2380,2018-03-14,2018-03-09,PrincipalLifeInsuranceCompany-SecurityBreach,6 (6 in Indiana),Indiana
2381,2018-11-05,2018-10-30,PrincipalLifeInsuranceCompany-SecurityBreach,1077 (1 in Indiana),Indiana
2382,2018-05-25,2018-01-01,PrintingCenterUSAcom-DataBreach,Unknown (40 in Indiana),Indiana
2383,2018-03-09,2012-07-01,ProAssuranceIndemnityCompanyInc,45 (45 in Indiana),Indiana
2384,2016-06-18,2016-05-30,ProfessionalGolfBallServicesLTD-DataBreach,2126 (31 in Indiana),Indiana
2385,2018-10-04,2017-03-09,ProfessionalPublicationsInc-DataBreach,1162 (8 in Indiana),Indiana
2386,2018-02-02,2018-02-01,ProSightSpecialtyInsurance,5 (1 in Indiana),Indiana
2387,2018-02-02,2018-02-01,ProSightSpecialtyInsurance,5 (1 in Indiana),Indiana
2388,2018-11-26,2018-10-03,ProsperMarketplaceInc-DataBreach,3115 (41 in Indiana),Indiana
2389,2018-10-11,2018-09-21,PrudentialInsuranceCompanyofAmerica-DataBreach,1637 (16 in Indiana),Indiana
2390,2018-04-23,2018-03-29,PrudentialInsuranceCompanyofAmerica-DataBreach,1 (1 in Indiana),Indiana
2391,2018-03-09,2018-01-19,PrudentialInsuranceCompanyofAmerica-DataBreach,1 (1 in Indiana),Indiana
2392,2018-03-14,2018-01-22,PrudentialInsuranceCompanyofAmerica-DataBreach,1 (1 in Indiana),Indiana
2393,2018-01-31,,PsychiatricSpecialists,2 (2 in Indiana),Indiana
2394,2018-05-25,2018-03-15,PurdueUniversity-DataBreach,110 (110 in Indiana),Indiana
2395,,,PurdueUniversity-DataBreach,Unknown (Unknown in Indiana),Indiana
2396,2018-07-13,2018-05-17,PurdueUniversity-DataBreach,26598 (26553 in Indiana),Indiana
2397,2018-10-18,2018-05-30,QuadAssocLLC-DataBreach,3855 (3548 in Indiana),Indiana
2398,2018-06-06,2018-01-11,QualifiedPlansLLC-DataBreach,10878 (258 in Indiana),Indiana
2399,2018-03-03,2018-03-02,QuantaTechnologyLLC,55 (1 in Indiana),Indiana
2400,2018-09-28,2017-11-10,QuestNutrition-DataBreach,1552 (7 in Indiana),Indiana
2401,2018-03-21,2018-01-23,RMChin&AssociatesInc-DataBreach,71 (1 in Indiana),Indiana
2402,2018-11-20,2018-05-01,RRBowkerLLC-DataBreach,18578 (228 in Indiana),Indiana
2403,2018-04-30,2017-11-29,RailEuropeNorthAmericaInc-DataBreach,18785 (173 in Indiana),Indiana
2404,2018-05-11,2017-06-15,RailEuropeSAS-DataBreach,3714 (26 in Indiana),Indiana
2405,2018-11-12,2018-10-03,RainforestAllianceHoldingInc-DataBreach,24 (1 in Indiana),Indiana
2406,2018-04-24,2018-03-18,RamyBrookLLC-DataBreach,328 (2 in Indiana),Indiana
2407,2018-01-31,2017-10-03,RBCRoyalBank,66000 (2 in Indiana),Indiana
2408,2018-08-08,,RBCWealthManagement-DataBreach,Unknown (2 in Indiana),Indiana
2409,2018-05-16,,RBCWealthManagement-DataBreach,Unknown (1 in Indiana),Indiana
2410,2018-01-05,2015-04-23,"Rea.deemingBeauty,Inc.d/b/abeautyblender",18133 (201 in Indiana),Indiana
2411,2018-08-22,2018-02-28,RedhorseCorporation-DataBreach,73 (1 in Indiana),Indiana
2412,2018-09-19,2018-09-10,REDICOManagementInconbehalfofAmericanHouse-DataBreach,3852 (4 in Indiana),Indiana
2413,2018-10-30,2018-07-09,ReidHealth-DataBreach,1 (1 in Indiana),Indiana
2414,2018-03-20,2017-12-21,REMIndianaInc-DataBreach,7520 (4 in Indiana),Indiana
2415,2018-03-02,2018-02-01,RemingtonHotelsLLC,313 (1 in Indiana),Indiana
2416,2018-02-01,2018-01-17,"RemoteDBAExperts,LLC",281 (2 in Indiana),Indiana
2417,2018-10-18,2018-06-05,RenaissancePhilanthropicSolutionsGroup-DataBreach,33663 (807 in Indiana),Indiana
2418,2018-10-30,2018-02-22,ResidentialCareXIIILLCdbaAsterPlace-DataBreach,73 (73 in Indiana),Indiana
2419,2018-06-21,2017-09-19,RevUpGroupLLCDBARevUpSports-DataBreach,3576 (89 in Indiana),Indiana
2420,2018-09-05,2017-09-29,RichardOwenNurseryInc-DataBreach,12397 (297 in Indiana),Indiana
2421,2018-06-07,2018-04-08,RISEWisconsinInc-DataBreach,6470 (4 in Indiana),Indiana
2422,,,RiverCityMediaLLC-DataBreach,Unknown (Unknown in Indiana),Indiana
2423,2018-04-10,2018-03-27,RiverMendHealthLLC-DataBreach,563 (1 in Indiana),Indiana
2424,2018-03-02,2017-12-06,RMHFranchiseHoldingsInc,Unknown (Unknown in Indiana),Indiana
2425,2018-09-10,2018-04-01,RoadrunnerTransportationSystemsInc-DataBreach,9821 (775 in Indiana),Indiana
2426,2018-12-07,2018-09-27,RobertGrahamDesignsLLC-DataBreach,1001 (12 in Indiana),Indiana
2427,2018-03-26,2018-02-15,RoosLangan&McKendreeLLP-DataBreach,149 (4 in Indiana),Indiana
2428,2018-01-19,2016-05-29,RosewoodHotelGroup-DataBreach,Unknown (41 in Indiana),Indiana
2429,2018-03-13,2017-06-01,RotaryInternational,1775 (14 in Indiana),Indiana
2430,2018-12-24,2018-11-26,RoundPointMortgageServicingCorporation-Data Breach,75 (3 in Indiana),Indiana
2431,,,RushMemorialHospital-DataBreach,Unknown (Unknown in Indiana),Indiana
2432,2018-01-24,2017-11-26,SaginawValleyStateUniversity,4949 (24 in Indiana),Indiana
2433,,,SaksFifthAvenue-DataBreach,Unknown (Unknown in Indiana),Indiana
2434,2018-07-13,2018-07-11,SalinBankandTrustCompany-DataBreach,8 (8 in Indiana),Indiana
2435,2018-08-27,2018-04-09,SalterLabs-DataBreach,584 (25 in Indiana),Indiana
2436,2018-07-13,2018-05-09,SanfordHeislerSharp-DataBreach,413 (1 in Indiana),Indiana
2437,2018-09-07,2018-07-30,SanibelCaptivaTrustCompany-DataBreach,605 (7 in Indiana),Indiana
2438,2018-02-22,2017-12-17,"SantaCruzBioTechnology,Inc.",2657 (1 in Indiana),Indiana
2439,2018-07-11,2018-07-10,SchlageLockCompanyLLC-DataBreach,18 (6 in Indiana),Indiana
2440,2018-01-26,2018-01-24,Scoppechio,204 (27 in Indiana),Indiana
2441,2018-10-19,2018-09-14,Scrapbook.comLLC-DataBreach,728 (14 in Indiana),Indiana
2442,2018-03-02,2018-02-12,SDIInc,409 (2 in Indiana),Indiana
2443,2018-04-25,2017-09-27,SearsHoldingsManagementCorporation-DataBreach,95547 (1634 in Indiana),Indiana
2444,2018-09-11,2018-05-04,SecurityNationalMortgageCompany-DataBreach,1631 (13 in Indiana),Indiana
2445,,2018-05-15,SecurusTechnologiesInc-DataBreach,1700 (65 in Indiana),Indiana
2446,2018-05-25,2017-11-13,SEIULocal32BJ-DataBreach,161040 (13 in Indiana),Indiana
2447,2018-04-13,2018-04-06,SekisuiDiagnostics-DataBreach,194 (1 in Indiana),Indiana
2448,2018-12-07,2018-11-07,SeniorLifestyleCorporation-DataBreach,16755 (23 in Indiana),Indiana
2449,2018-06-06,2017-02-01,SentryInsuranceaMutualCompany-DataBreach,20 (1 in Indiana),Indiana
2450,2018-01-25,2007-05-30,SESEnvironmental,14 (14 in Indiana),Indiana
2451,2018-05-29,,Seterus-DataBreach,Unknown (Unknown in Indiana),Indiana
2452,,,SFCKrumrie/ReadinessNCO,Unknown (Unknown in Indiana),Indiana
2453,2018-06-29,2018-02-26,SGSNorthAmericaInc-DataBreach,383 (4 in Indiana),Indiana
2454,2018-06-28,2018-06-06,SheetMetalWorkersNationalPensionFund-DataBreach,940 (43 in Indiana),Indiana
2455,2018-09-21,2018-06-01,SHEIN-DataBreach,6420000 (10000 in Indiana),Indiana
2456,2018-10-03,2018-07-14,ShoeStationInc-DataBreach,216 (2 in Indiana),Indiana
2457,2018-06-11,2018-04-08,shopPOPdisplaysInc-DataBreach,1690 (26 in Indiana),Indiana
2458,2018-03-27,2018-01-11,ShutterflyInc-DataBreach,9428 (13 in Indiana),Indiana
2459,2018-08-28,2018-06-12,SierraNevadaBrewingCo-DataBreach,630 (8 in Indiana),Indiana
2460,2018-08-30,2018-08-16,SignatorInvestorsInc-DataBreach,21 (1 in Indiana),Indiana
2461,2018-04-24,2018-02-02,SignatureSystemsGroupLLC-DataBreach,228 (2 in Indiana),Indiana
2462,2018-11-09,,SimeonSPatestas-DataBreach,353 (1 in Indiana),Indiana
2463,2018-11-05,2018-10-05,SirchieAcquisitionCompany-DataBreach,95 (1 in Indiana),Indiana
2464,2018-07-09,2018-05-01,SJGorowitzAccountingandTaxServicesPC-DataBreach,513 (1 in Indiana),Indiana
2465,2018-12-21,2018-12-10,SkillsoftCorporation-DataBreach,325 (3 in Indiana),Indiana
2466,2018-11-16,2018-10-30,SmithandNephew-DataBreach,22 (1 in Indiana),Indiana
2467,2018-10-01,2018-04-01,SniderFleetSolutions-DataBreach,2566 (11 in Indiana),Indiana
2468,2018-06-25,2018-01-18,SoleraNationalBank-DataBreach,858 (12 in Indiana),Indiana
2469,2018-06-28,2018-02-05,SOSIntlLLC-DataBreach,172 (13 in Indiana),Indiana
2470,2017-10-31,2017-06-04,SouthernNationalBancorpofVirginiad/b/aSonabank,24999 (8 in Indiana),Indiana
2471,2018-05-29,2017-01-01,SouthportFamilyandSportsMedicine-DataBreach,15 (15 in Indiana),Indiana
2472,2018-04-20,2017-10-01,SouthwestAirlinesCo-DataBreach,36485 (618 in Indiana),Indiana
2473,2018-05-13,2018-02-09,SPIndustriesInc-DataBreach,495 (1 in Indiana),Indiana
2474,2018-12-14,2018-07-27,SpringstoneFinancial-DataBreach,47721 (99 in Indiana),Indiana
2475,2018-03-30,2018-03-02,SprintCorporation-DataBreach,29 (2 in Indiana),Indiana
2476,2018-03-12,2018-01-31,SquirePattonBoggs(US)LLP-DataBreach,256 (1 in Indiana),Indiana
2477,2018-05-31,2018-02-15,StMarysHealthIncdbaStVincentEvansville-DataBreach,5649 (3010 in Indiana),Indiana
2478,2018-11-30,2018-10-19,StMarysMedicalGroupLLCdbaStVincentEvansvilleMedicalGroup-DataBreach,1 (1 in Indiana),Indiana
2479,,,StVincentDunnHospital-DataBreach,Unknown (Unknown in Indiana),Indiana
2480,2018-01-10,2017-12-15,State o. Indiana,1 (1 in Indiana),Indiana
2481,,,StVincentWomensHospital-DataBreach,2 (2 in Indiana),Indiana
2482,2018-04-27,2017-12-12,StaffQuick-DataBreach,108 (23 in Indiana),Indiana
2483,2018-05-10,2017-01-30,StandardInsuranceCompany-DataBreach,89 (2 in Indiana),Indiana
2484,2018-10-26,2018-06-04,StarTitlePartnersofPalmHarborLLC-DataBreach,2059 (11 in Indiana),Indiana
2485,2018-09-21,2018-09-13,StataCorpLLC-DataBreach,1680 (8 in Indiana),Indiana
2486,2018-06-07,2017-09-09,SteinEriksenLodgeHotel-DataBreach,1992 (2 in Indiana),Indiana
2487,2018-11-13,2017-12-28,SteinMartInc-DataBreach,108322 (2240 in Indiana),Indiana
2488,2018-10-22,2018-04-11,STLInternationalIncdbaTeeter-DataBreach,12561 (273 in Indiana),Indiana
2489,2017-12-20,2017-12-12,STPNuclearOperatingCompany,844 (Unknown in Indiana),Indiana
2490,2018-04-19,2015-04-20,StrategicAnalysisInc-DataBreach,2074 (15 in Indiana),Indiana
2491,2018-07-27,2018-03-01,SunspireHealth-DataBreach,6737 (3 in Indiana),Indiana
2492,,,SunTrustBanksInc-DataBreach,1500000 (342 in Indiana),Indiana
2493,2018-07-26,2018-04-24,SVAMInternationalInc-DataBreach,193 (1 in Indiana),Indiana
2494,2018-03-06,2018-01-15,SwensonSaurerGerberAndersonandCo.Ltd.,1664 (1 in Indiana),Indiana
2495,2018-12-03,2017-12-28,SynchronyFinancial-DataBreach,28732 (615 in Indiana),Indiana
2496,2018-06-08,2018-05-07,SystemeSoftwareInc-DataBreach,17618 (111 in Indiana),Indiana
2497,2018-05-10,2017-07-14,TacoJohnsofIowa-DataBreach,6012 (1 in Indiana),Indiana
2498,2018-01-09,2017-10-16,"talentReef,Inc.",11603 (30 in Indiana),Indiana
2499,2018-10-17,2018-05-08,TallahasseeMemorialHealthcareInc-DataBreach,5988 (1 in Indiana),Indiana
2500,,,Target-DataBreach,Unknown (Unknown in Indiana),Indiana
2501,2018-05-30,,TargetDirectMarketingLLC-DataBreach,439 (2 in Indiana),Indiana
2502,2018-05-10,2018-04-11,TaskRabbitInc-DataBreach,"3,030,925, (10159 in Indiana)",Indiana
2503,2018-04-04,2018-01-31,TaylorUniversity-DataBreach,9 (9 in Indiana),Indiana
2504,2018-08-03,2017-03-05,TCMBankNA-DataBreach,9549 (257 in Indiana),Indiana
2505,2018-03-29,2017-11-29,TealBecker&ChiaramonteCPAsPC-DataBreach,5576 (3 in Indiana),Indiana
2506,2018-09-21,2017-02-22,"Tech Rabbit, LLC",54637 (825 in Indiana),Indiana
2507,,,TeenSafe-DataBreach,Unknown (Unknown in Indiana),Indiana
2508,2018-04-04,2018-02-08,TelestreamLLC-DataBreach,262 (3 in Indiana),Indiana
2509,2018-05-31,2018-02-09,TemeculaMotorsportsInc-DataBreach,1456 (17 in Indiana),Indiana
2510,2018-04-16,2017-08-01,TempTationsHomeLLCdbaTaraatHome-DataBreach,7028 (113 in Indiana),Indiana
2511,2018-04-25,2018-04-10,TempurSealyInternationalInc-DataBreach,17 (1 in Indiana),Indiana
2512,2018-09-18,2017-11-20,TheAffiliatedGroup-DataBreach,6201 (131 in Indiana),Indiana
2513,2018-04-17,2017-11-08,TheBoardofCommissionersoftheCountyofLaGrange-DataBreach,23 (23 in Indiana),Indiana
2514,2018-11-12,2018-08-11,TheCityofBakersfield-DataBreach,2180 (2 in Indiana),Indiana
2515,2018-07-16,2017-07-01,TheCityofBozemanMontana-DataBreach,2962 (1 in Indiana),Indiana
2516,2018-01-22,,TheCocaColaCompany,2181 (2 in Indiana),Indiana
2517,2018-05-21,2015-08-07,TheCocaColaCompany,7967 (21 in Indiana),Indiana
2518,2018-08-21,2018-08-13,TheConlanCompany-DataBreach,597 (1 in Indiana),Indiana
2519,2018-07-11,2018-05-29,TheFruitfulYieldInc-DataBreach,632 (14 in Indiana),Indiana
2520,2018-03-26,2017-12-06,TheHanoverInsuranceCompany-DataBreach,15422 (174 in Indiana),Indiana
2521,2018-07-05,2018-03-14,"The Information and Referral Federation of Los Angeles County, Inc. dba 211 LA County",26678 (42 in Indiana),Indiana
2522,2018-07-06,2018-02-14,TheInternationalMissionBoard-DataBreach,187749 (986 in Indiana),Indiana
2523,2018-02-27,,TheKraftHeinzCompany,177 (1 in Indiana),Indiana
2524,2018-04-02,2018-01-29,TheLincolnNationalLifeInsuranceCompany-DataBreach,5876 (644 in Indiana),Indiana
2525,2018-01-03,2017-10-19,TheMid-AtlanticCarpenters'TrainingCenters,2700 (5 in Indiana),Indiana
2526,2018-01-25,2017-11-17,TheNationalRegistryofEmergencyMedicalTechnicians,843 (1 in Indiana),Indiana
2527,2018-04-30,2017-09-27,TheNationalRestaurantAssociation-DataBreach,1595 (31 in Indiana),Indiana
2528,2018-10-10,2018-08-23,TheNorthwesternMutualLifeInsuranceCompany-DataBreach,2604 (1 in Indiana),Indiana
